icd_code,icd_version,long_title
S73046A,10,"Central dislocation of unspecified hip, initial encounter"
S73046D,10,"Central dislocation of unspecified hip, subsequent encounter"
S73046S,10,"Central dislocation of unspecified hip, sequela"
S731,10,Sprain of hip
S7310,10,Unspecified sprain of hip
S73101,10,Unspecified sprain of right hip
S73101A,10,"Unspecified sprain of right hip, initial encounter"
S73101D,10,"Unspecified sprain of right hip, subsequent encounter"
S73101S,10,"Unspecified sprain of right hip, sequela"
S73102,10,Unspecified sprain of left hip
S73102A,10,"Unspecified sprain of left hip, initial encounter"
S73102D,10,"Unspecified sprain of left hip, subsequent encounter"
S73102S,10,"Unspecified sprain of left hip, sequela"
S73109,10,Unspecified sprain of unspecified hip
S73109A,10,"Unspecified sprain of unspecified hip, initial encounter"
S73109D,10,"Unspecified sprain of unspecified hip, subsequent encounter"
S73109S,10,"Unspecified sprain of unspecified hip, sequela"
S7311,10,Iliofemoral ligament sprain of hip
S73111,10,Iliofemoral ligament sprain of right hip
S73111A,10,"Iliofemoral ligament sprain of right hip, initial encounter"
S73111D,10,"Iliofemoral ligament sprain of right hip, subsequent encounter"
S73111S,10,"Iliofemoral ligament sprain of right hip, sequela"
S73112,10,Iliofemoral ligament sprain of left hip
S73112A,10,"Iliofemoral ligament sprain of left hip, initial encounter"
S73112D,10,"Iliofemoral ligament sprain of left hip, subsequent encounter"
S73112S,10,"Iliofemoral ligament sprain of left hip, sequela"
S73119,10,Iliofemoral ligament sprain of unspecified hip
S73119A,10,"Iliofemoral ligament sprain of unspecified hip, initial encounter"
S73119D,10,"Iliofemoral ligament sprain of unspecified hip, subsequent encounter"
S73119S,10,"Iliofemoral ligament sprain of unspecified hip, sequela"
S7312,10,Ischiocapsular (ligament) sprain of hip
S73121,10,Ischiocapsular ligament sprain of right hip
S73121A,10,"Ischiocapsular ligament sprain of right hip, initial encounter"
S73121D,10,"Ischiocapsular ligament sprain of right hip, subsequent encounter"
S73121S,10,"Ischiocapsular ligament sprain of right hip, sequela"
S73122,10,Ischiocapsular ligament sprain of left hip
S73122A,10,"Ischiocapsular ligament sprain of left hip, initial encounter"
S73122D,10,"Ischiocapsular ligament sprain of left hip, subsequent encounter"
S73122S,10,"Ischiocapsular ligament sprain of left hip, sequela"
S73129,10,Ischiocapsular ligament sprain of unspecified hip
S73129A,10,"Ischiocapsular ligament sprain of unspecified hip, initial encounter"
S73129D,10,"Ischiocapsular ligament sprain of unspecified hip, subsequent encounter"
S73129S,10,"Ischiocapsular ligament sprain of unspecified hip, sequela"
S7319,10,Other sprain of hip
S73191,10,Other sprain of right hip
S73191A,10,"Other sprain of right hip, initial encounter"
S73191D,10,"Other sprain of right hip, subsequent encounter"
S73191S,10,"Other sprain of right hip, sequela"
S73192,10,Other sprain of left hip
S73192A,10,"Other sprain of left hip, initial encounter"
S73192D,10,"Other sprain of left hip, subsequent encounter"
S73192S,10,"Other sprain of left hip, sequela"
S73199,10,Other sprain of unspecified hip
S73199A,10,"Other sprain of unspecified hip, initial encounter"
S73199D,10,"Other sprain of unspecified hip, subsequent encounter"
S73199S,10,"Other sprain of unspecified hip, sequela"
S74,10,Injury of nerves at hip and thigh level
S740,10,Injury of sciatic nerve at hip and thigh level
S7400,10,"Injury of sciatic nerve at hip and thigh level, unspecified leg"
S7400XA,10,"Injury of sciatic nerve at hip and thigh level, unspecified leg, initial encounter"
S7400XD,10,"Injury of sciatic nerve at hip and thigh level, unspecified leg, subsequent encounter"
S7400XS,10,"Injury of sciatic nerve at hip and thigh level, unspecified leg, sequela"
S7401,10,"Injury of sciatic nerve at hip and thigh level, right leg"
S7401XA,10,"Injury of sciatic nerve at hip and thigh level, right leg, initial encounter"
S7401XD,10,"Injury of sciatic nerve at hip and thigh level, right leg, subsequent encounter"
S7401XS,10,"Injury of sciatic nerve at hip and thigh level, right leg, sequela"
S7402,10,"Injury of sciatic nerve at hip and thigh level, left leg"
S7402XA,10,"Injury of sciatic nerve at hip and thigh level, left leg, initial encounter"
S7402XD,10,"Injury of sciatic nerve at hip and thigh level, left leg, subsequent encounter"
S7402XS,10,"Injury of sciatic nerve at hip and thigh level, left leg, sequela"
S741,10,Injury of femoral nerve at hip and thigh level
S7410,10,"Injury of femoral nerve at hip and thigh level, unspecified leg"
S7410XA,10,"Injury of femoral nerve at hip and thigh level, unspecified leg, initial encounter"
S7410XD,10,"Injury of femoral nerve at hip and thigh level, unspecified leg, subsequent encounter"
S7410XS,10,"Injury of femoral nerve at hip and thigh level, unspecified leg, sequela"
S7411,10,"Injury of femoral nerve at hip and thigh level, right leg"
S7411XA,10,"Injury of femoral nerve at hip and thigh level, right leg, initial encounter"
S7411XD,10,"Injury of femoral nerve at hip and thigh level, right leg, subsequent encounter"
S7411XS,10,"Injury of femoral nerve at hip and thigh level, right leg, sequela"
S7412,10,"Injury of femoral nerve at hip and thigh level, left leg"
S7412XA,10,"Injury of femoral nerve at hip and thigh level, left leg, initial encounter"
S7412XD,10,"Injury of femoral nerve at hip and thigh level, left leg, subsequent encounter"
S7412XS,10,"Injury of femoral nerve at hip and thigh level, left leg, sequela"
S742,10,Injury of cutaneous sensory nerve at hip and thigh level
S7420,10,"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg"
S7420XA,10,"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, initial encounter"
S7420XD,10,"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, subsequent encounter"
S7420XS,10,"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, sequela"
S7421,10,"Injury of cutaneous sensory nerve at hip and high level, right leg"
S7421XA,10,"Injury of cutaneous sensory nerve at hip and high level, right leg, initial encounter"
S7421XD,10,"Injury of cutaneous sensory nerve at hip and high level, right leg, subsequent encounter"
S7421XS,10,"Injury of cutaneous sensory nerve at hip and high level, right leg, sequela"
S7422,10,"Injury of cutaneous sensory nerve at hip and thigh level, left leg"
S7422XA,10,"Injury of cutaneous sensory nerve at hip and thigh level, left leg, initial encounter"
S7422XD,10,"Injury of cutaneous sensory nerve at hip and thigh level, left leg, subsequent encounter"
S7422XS,10,"Injury of cutaneous sensory nerve at hip and thigh level, left leg, sequela"
S748,10,Injury of other nerves at hip and thigh level
S748X,10,Injury of other nerves at hip and thigh level
S748X1,10,"Injury of other nerves at hip and thigh level, right leg"
S748X1A,10,"Injury of other nerves at hip and thigh level, right leg, initial encounter"
S748X1D,10,"Injury of other nerves at hip and thigh level, right leg, subsequent encounter"
S748X1S,10,"Injury of other nerves at hip and thigh level, right leg, sequela"
S748X2,10,"Injury of other nerves at hip and thigh level, left leg"
S748X2A,10,"Injury of other nerves at hip and thigh level, left leg, initial encounter"
S748X2D,10,"Injury of other nerves at hip and thigh level, left leg, subsequent encounter"
S748X2S,10,"Injury of other nerves at hip and thigh level, left leg, sequela"
S748X9,10,"Injury of other nerves at hip and thigh level, unspecified leg"
S748X9A,10,"Injury of other nerves at hip and thigh level, unspecified leg, initial encounter"
S748X9D,10,"Injury of other nerves at hip and thigh level, unspecified leg, subsequent encounter"
S748X9S,10,"Injury of other nerves at hip and thigh level, unspecified leg, sequela"
S749,10,Injury of unspecified nerve at hip and thigh level
S7490,10,"Injury of unspecified nerve at hip and thigh level, unspecified leg"
S7490XA,10,"Injury of unspecified nerve at hip and thigh level, unspecified leg, initial encounter"
S7490XD,10,"Injury of unspecified nerve at hip and thigh level, unspecified leg, subsequent encounter"
S7490XS,10,"Injury of unspecified nerve at hip and thigh level, unspecified leg, sequela"
S7491,10,"Injury of unspecified nerve at hip and thigh level, right leg"
S7491XA,10,"Injury of unspecified nerve at hip and thigh level, right leg, initial encounter"
S7491XD,10,"Injury of unspecified nerve at hip and thigh level, right leg, subsequent encounter"
S7491XS,10,"Injury of unspecified nerve at hip and thigh level, right leg, sequela"
S7492,10,"Injury of unspecified nerve at hip and thigh level, left leg"
S7492XA,10,"Injury of unspecified nerve at hip and thigh level, left leg, initial encounter"
S7492XD,10,"Injury of unspecified nerve at hip and thigh level, left leg, subsequent encounter"
S7492XS,10,"Injury of unspecified nerve at hip and thigh level, left leg, sequela"
S75,10,Injury of blood vessels at hip and thigh level
S750,10,Injury of femoral artery
S7500,10,Unspecified injury of femoral artery
S75001,10,"Unspecified injury of femoral artery, right leg"
S75001A,10,"Unspecified injury of femoral artery, right leg, initial encounter"
S75001D,10,"Unspecified injury of femoral artery, right leg, subsequent encounter"
S75001S,10,"Unspecified injury of femoral artery, right leg, sequela"
S75002,10,"Unspecified injury of femoral artery, left leg"
S75002A,10,"Unspecified injury of femoral artery, left leg, initial encounter"
S75002D,10,"Unspecified injury of femoral artery, left leg, subsequent encounter"
S75002S,10,"Unspecified injury of femoral artery, left leg, sequela"
S75009,10,"Unspecified injury of femoral artery, unspecified leg"
S75009A,10,"Unspecified injury of femoral artery, unspecified leg, initial encounter"
S75009D,10,"Unspecified injury of femoral artery, unspecified leg, subsequent encounter"
S75009S,10,"Unspecified injury of femoral artery, unspecified leg, sequela"
S7501,10,Minor laceration of femoral artery
